name|netacuity_id|targeting_tag|state_id
Rasulgarh|948633|CITY_RASULGARH|52010030
Moti Bagh|741257|CITY_MOTI_BAGH|52009999
Victoriaganj|967194|CITY_VICTORIAGANJ|52010044
Kalapani|1344118|CITY_KALAPANI|52010027
Dharampura|1335537|CITY_DHARAMPURA|52028058
Natholi|936625|CITY_NATHOLI|52010031
Sadipur|1355868|CITY_SADIPUR|52001309
Nanmangalam|935910|CITY_NANMANGALAM|52010036
Sirsi|726254|CITY_SIRSI|52010011
Gollapudi|661390|CITY_GOLLAPUDI|52009994
Tallavalasa|960811|CITY_TALLAVALASA|52009994
Kaya|913775|CITY_KAYA|52001309
Lakshmipur|1355752|CITY_LAKSHMIPUR|52001309
Khidirpur|916517|CITY_KHIDIRPUR|52001309
Hirapur|1341650|CITY_HIRAPUR|52001320
Bhimrad|877495|CITY_BHIMRAD|52010002
Malkapur|726331|CITY_MALKAPUR|52001320
Somapura|958284|CITY_SOMAPURA|52010011
Boganapalli|880054|CITY_BOGANAPALLI|52010036
Vengavasal|726573|CITY_VENGAVASAL|52010036
Guwardi|899635|CITY_GUWARDI|52010035
Bhokara|877767|CITY_BHOKARA|52001320
Mopka|932178|CITY_MOPKA|52028058
Kattuvalasu|913517|CITY_KATTUVALASU|52010036
Herohalli|901712|CITY_HEROHALLI|52010011
Nallapadu|935416|CITY_NALLAPADU|52009994
Bagda|1355495|CITY_BAGDA|52001309
Jambhul|904602|CITY_JAMBHUL|52001320
Nandanpura|1353265|CITY_NANDANPURA|52010044
Rampara|947779|CITY_RAMPARA|52001309
Khand|915218|CITY_KHAND|52028102
Kheri Khurd|1338947|CITY_KHERI_KHURD|52010008
Dohak|1346822|CITY_DOHAK|52010031
Kumarigudem|920836|CITY_KUMARIGUDEM|52033962
Bellampalli|726497|CITY_BELLAMPALLI|52033962
Haripura|1348197|CITY_HARIPURA|52010035
Sodawas|958035|CITY_SODAWAS|52010035
Baganpara|868623|CITY_BAGANPARA|52001309
Motipura|1336887|CITY_MOTIPURA|52010002
Makhupur|927072|CITY_MAKHUPUR|52010044
Nadwa|1353212|CITY_NADWA|52010044
Ramachandrapalem|947405|CITY_RAMACHANDRAPALEM|52009994
Gagi|1339740|CITY_GAGI|52028057
Naganhalli|934186|CITY_NAGANHALLI|52010011
Nandgaon|741033|CITY_NANDGAON|52001320
Dadsia|886624|CITY_DADSIA|52010008
Raypur|1355863|CITY_RAYPUR|52001309
Sahota|950905|CITY_SAHOTA|52010031
Manoharpur|1355781|CITY_MANOHARPUR|52001309
Chirravuru|885578|CITY_CHIRRAVURU|52009994
Timmapur|1349833|CITY_TIMMAPUR|52033962
Mal Para|927194|CITY_MAL_PARA|52001309
Enkepalle|893470|CITY_ENKEPALLE|52033962
Madhir|925450|CITY_MADHIR|52010031
Baruipara|873222|CITY_BARUIPARA|52001309
Kodur Rs|664944|CITY_KODUR_RS|52009994
Wadgaon|743528|CITY_WADGAON|52001320
Bhuwar|878371|CITY_BHUWAR|52010044
Timarpur|1336526|CITY_TIMARPUR|52009999
Chillapur|885043|CITY_CHILLAPUR|52033962
Mandalpur|928234|CITY_MANDALPUR|52001309
Mallampalle|927659|CITY_MALLAMPALLE|52033962
Garaimari|895257|CITY_GARAIMARI|52001309
Jaunaji|905751|CITY_JAUNAJI|52024787
Mahuva|726164|CITY_MAHUVA|52010002
Fatepura|893801|CITY_FATEPURA|52010002
Dhanwanpur|890046|CITY_DHANWANPUR|52010008
Salempur|951617|CITY_SALEMPUR|52010044
Jaggayyapeta|903751|CITY_JAGGAYYAPETA|52009994
Sholinganallur|726567|CITY_SHOLINGANALLUR|52010036
Sivapuram|1333334|CITY_SIVAPURAM|52009994
Sakegaon|951267|CITY_SAKEGAON|52001320
Kaniyambetta|664967|CITY_KANIYAMBETTA|52010018
Maranga|929381|CITY_MARANGA|52009998
Kaza|913797|CITY_KAZA|52009994
Kolari|918465|CITY_KOLARI|52010018
Akkammapettai|864283|CITY_AKKAMMAPETTAI|52010036
Kutubshahpet|922338|CITY_KUTUBSHAHPET|52033962
Khardi|1341838|CITY_KHARDI|52001320
Salaiya|1345507|CITY_SALAIYA|52010027
Kurduvadi|921628|CITY_KURDUVADI|52001320
Kurukshetra|656984|CITY_KURUKSHETRA|52010008
Madhapar|925416|CITY_MADHAPAR|52010002
Khatamba|916016|CITY_KHATAMBA|52010002
Madinapadu|925565|CITY_MADINAPADU|52009994
Rompalli|949832|CITY_ROMPALLI|52033962
Kasimkota|912803|CITY_KASIMKOTA|52009994
Tiruvallikkeni|963692|CITY_TIRUVALLIKKENI|52010036
Dahilamau|886792|CITY_DAHILAMAU|52010044
Pedapulipaka|942994|CITY_PEDAPULIPAKA|52009994
Ghuni|896837|CITY_GHUNI|52001309
Gadadharpur|738233|CITY_GADADHARPUR|52001309
Rayabhupalapatnam|949076|CITY_RAYABHUPALAPATNAM|52009994
Abdullapur|1349317|CITY_ABDULLAPUR|52033962
Kasim Chak|912799|CITY_KASIM_CHAK|52009998
Asarori|867150|CITY_ASARORI|52028102
Chelavur|883840|CITY_CHELAVUR|52010018
Saraswatipur|1355882|CITY_SARASWATIPUR|52001309
Gondipura|897827|CITY_GONDIPURA|52010027
Manbhauna|928159|CITY_MANBHAUNA|52010044
Raghabpur|946404|CITY_RAGHABPUR|52001309
Kottar|664994|CITY_KOTTAR|52010036
Panasapadu|940369|CITY_PANASAPADU|52009994
Gandhi Nagar|726532|CITY_GANDHI_NAGAR|52010036
Chaukhandi|1336502|CITY_CHAUKHANDI|52009999
Kondagudem|918875|CITY_KONDAGUDEM|52009994
Anwali|866370|CITY_ANWALI|52010035
Bavla|664956|CITY_BAVLA|52010002
Vadavalli|738183|CITY_VADAVALLI|52010036
Chilakaluripet|659893|CITY_CHILAKALURIPET|52009994
Bilaria|878929|CITY_BILARIA|52010044
Jaitapur|1341684|CITY_JAITAPUR|52001320
Gopgram|898009|CITY_GOPGRAM|52001309
Bommenahalli|880248|CITY_BOMMENAHALLI|52010011
Kanchanpur|1355704|CITY_KANCHANPUR|52001309
Sittalapakkam|957885|CITY_SITTALAPAKKAM|52010036
Kundur|1340939|CITY_KUNDUR|52010011
Bhatpura|876908|CITY_BHATPURA|52010044
Malhiana|927492|CITY_MALHIANA|52024787
Bishunpur|1333831|CITY_BISHUNPUR|52009998
Golkonda|897668|CITY_GOLKONDA|52033962
Dogachhia|891814|CITY_DOGACHHIA|52001309
Kallakurichi|726537|CITY_KALLAKURICHI|52010036
Dundahera|892915|CITY_DUNDAHERA|52010044
Selaiyur|743729|CITY_SELAIYUR|52010036
Bikrampur|1333405|CITY_BIKRAMPUR|52009997
Wanaparthy|659347|CITY_WANAPARTHY|52033962
Munirka|740978|CITY_MUNIRKA|52009999
Ashrafpur|1341258|CITY_ASHRAFPUR|52001320
Kadru|908057|CITY_KADRU|52028057
Bori|880428|CITY_BORI|52001320
Siruseri|957641|CITY_SIRUSERI|52010036
Paisar|1353446|CITY_PAISAR|52010044
Ainthapali|863983|CITY_AINTHAPALI|52010030
Dongargarh|740966|CITY_DONGARGARH|52028058
Shatabgarh|955550|CITY_SHATABGARH|52010031
Bhingar|877521|CITY_BHINGAR|52001320
Shyamsundarpur|726664|CITY_SHYAMSUNDARPUR|52001309
Shyampura|1349150|CITY_SHYAMPURA|52010035
Patelguda|942293|CITY_PATELGUDA|52033962
Pipalpahad|944205|CITY_PIPALPAHAD|52033962
Birnagar|879473|CITY_BIRNAGAR|52001309
Bagolu|868972|CITY_BAGOLU|52024787
Barwa|1346652|CITY_BARWA|52010031
Dandupadu|887400|CITY_DANDUPADU|52009994
Kuttikkattur|922328|CITY_KUTTIKKATTUR|52010018
Jawahar Nagar|665003|CITY_JAWAHAR_NAGAR|52028102
Nanagar|935540|CITY_NANAGAR|52001309
Mohammadpura|931847|CITY_MOHAMMADPURA|52010027
Ramachandrapuram Old Town|664948|CITY_RAMACHANDRAPURAM_OLD_TOWN|52009994
Gorwa|898271|CITY_GORWA|52010002
Malpura|1348663|CITY_MALPURA|52010035
Palavalasa|939877|CITY_PALAVALASA|52009994
Bharera|876471|CITY_BHARERA|52010044
Gonpad|897890|CITY_GONPAD|52033962
Raipura|1336254|CITY_RAIPURA|52028058
Chidambaranathanpettai|884786|CITY_CHIDAMBARANATHANPETTAI|52010036
Dhanaut|889705|CITY_DHANAUT|52009998
Alireddipalle|864727|CITY_ALIREDDIPALLE|52009994
Pawarwadi|942937|CITY_PAWARWADI|52001320
Gollapalli|897695|CITY_GOLLAPALLI|52009994
Laskarpur|923737|CITY_LASKARPUR|52001309
Lakshmipuram|1333221|CITY_LAKSHMIPURAM|52009994
Kaliachak|909146|CITY_KALIACHAK|52001309
Rajam|726072|CITY_RAJAM|52009994
Baikunthapur|1355505|CITY_BAIKUNTHAPUR|52001309
Chennur|1349388|CITY_CHENNUR|52033962
Kelambakkam|726540|CITY_KELAMBAKKAM|52010036
Bhamian Khurd|876066|CITY_BHAMIAN_KHURD|52010031
Bagchara|868667|CITY_BAGCHARA|52001309
Joganand|906991|CITY_JOGANAND|52010031
Kanksa|910920|CITY_KANKSA|52001309
Ghanmod|896207|CITY_GHANMOD|52001320
Dulmi|1355613|CITY_DULMI|52001309
Purwa Rawat|946073|CITY_PURWA_RAWAT|52010044
Alamarathupatti|864487|CITY_ALAMARATHUPATTI|52010036
Deesa|726155|CITY_DEESA|52010002
Navapura|936885|CITY_NAVAPURA|52010002
Kedavur|913848|CITY_KEDAVUR|52010018
Shekhpura|955600|CITY_SHEKHPURA|52009998
Kharika|1352448|CITY_KHARIKA|52010044
Bommanahalli|880222|CITY_BOMMANAHALLI|52010011
Banswada|726496|CITY_BANSWADA|52033962
Govinda Agraharam|898433|CITY_GOVINDA_AGRAHARAM|52010036
Chutia|1339675|CITY_CHUTIA|52028057
Piduguralla|943881|CITY_PIDUGURALLA|52009994
Kelgeri|913932|CITY_KELGERI|52010011
Kasna|912856|CITY_KASNA|52010044
Gobra|1355640|CITY_GOBRA|52001309
Kothamangalam|659909|CITY_KOTHAMANGALAM|52010018
Kachnari|1344082|CITY_KACHNARI|52010027
Silora|956666|CITY_SILORA|52010035
Belun|874735|CITY_BELUN|52001309
Kothapeta|741230|CITY_KOTHAPETA|52009994
Nedumbassery|743668|CITY_NEDUMBASSERY|52010018
Tindivanam|659922|CITY_TINDIVANAM|52010036
Vekkalam|966780|CITY_VEKKALAM|52010018
Goripalya|898200|CITY_GORIPALYA|52010011
Sagwan|950682|CITY_SAGWAN|52001320
Ammankovilpudur|865482|CITY_AMMANKOVILPUDUR|52010036
Sarpavaram|953691|CITY_SARPAVARAM|52009994
Tiruvattar|963697|CITY_TIRUVATTAR|52010036
Shamshabad|726515|CITY_SHAMSHABAD|52033962
Babakkarpur|867968|CITY_BABAKKARPUR|52009998
Maujpur|1336516|CITY_MAUJPUR|52009999
Mulaguntapadu|932927|CITY_MULAGUNTAPADU|52009994
Yellampalle|967979|CITY_YELLAMPALLE|52009994
Bandipur|1355518|CITY_BANDIPUR|52001309
Ambhua|865214|CITY_AMBHUA|52001309
Sarya|1354072|CITY_SARYA|52010044
Baori|871903|CITY_BAORI|52010035
Nallur|935440|CITY_NALLUR|52010036
Durjanpur|893103|CITY_DURJANPUR|52010044
Mannarai|929069|CITY_MANNARAI|52010036
Holapur|902180|CITY_HOLAPUR|52010044
Balarajapuram|870113|CITY_BALARAJAPURAM|52010036
Gumtala|899036|CITY_GUMTALA|52010031
Mathia|930211|CITY_MATHIA|52009998
Chevella|884057|CITY_CHEVELLA|52033962
Chincholi|885164|CITY_CHINCHOLI|52001320
Mahalandi|925907|CITY_MAHALANDI|52001309
Dewapur|889223|CITY_DEWAPUR|52010044
Perumbavoor|726291|CITY_PERUMBAVOOR|52010018
Ponnur|726069|CITY_PONNUR|52009994
Hariharpara|900731|CITY_HARIHARPARA|52001309
Kakkad|908620|CITY_KAKKAD|52010018
Kasipur|1355719|CITY_KASIPUR|52001309
Babanagar|867973|CITY_BABANAGAR|52033962
Nallavadu|935430|CITY_NALLAVADU|52010034
Jetpura|905949|CITY_JETPURA|52010027
Garwapur|895671|CITY_GARWAPUR|52033962
Baishnabnagar|869601|CITY_BAISHNABNAGAR|52001309
Maradu|929308|CITY_MARADU|52010018
Dantal|887571|CITY_DANTAL|52010044
Madakkulam|925204|CITY_MADAKKULAM|52010036
Kaushambi|659355|CITY_KAUSHAMBI|52010044
Yanam|659466|CITY_YANAM|52010034
Kadavur|907924|CITY_KADAVUR|52010036
Mayiladuthurai|659914|CITY_MAYILADUTHURAI|52010036
Anuppapatti|866353|CITY_ANUPPAPATTI|52010036
Dorli|1341543|CITY_DORLI|52001320
Sarangpur|1335170|CITY_SARANGPUR|52024520
Belwadi|874769|CITY_BELWADI|52001320
Kutubpur|1352688|CITY_KUTUBPUR|52010044
Somenakoppa|958312|CITY_SOMENAKOPPA|52010011
Swaminathapuram|960262|CITY_SWAMINATHAPURAM|52010036
Chhatna|1355587|CITY_CHHATNA|52001309
Kopargaon|726327|CITY_KOPARGAON|52001320
Bare|1341131|CITY_BARE|52010018
Hayatpur|1338795|CITY_HAYATPUR|52010008
Harial|900692|CITY_HARIAL|52010002
Bhatha|1336591|CITY_BHATHA|52010002
Shindewadi|955789|CITY_SHINDEWADI|52001320
Barwan|1355531|CITY_BARWAN|52001309
Hakala|899872|CITY_HAKALA|52001309
Kalibari|909177|CITY_KALIBARI|52001309
Bilawali|878955|CITY_BILAWALI|52010027
Ganeshpura|1348101|CITY_GANESHPURA|52010035
Bhaupur|877017|CITY_BHAUPUR|52010044
Sitarampura|957842|CITY_SITARAMPURA|52010035
Kagal|726319|CITY_KAGAL|52001320
Ibrahimpur|902685|CITY_IBRAHIMPUR|52010044
Nayagaon|937049|CITY_NAYAGAON|52009998
Manapur|1352960|CITY_MANAPUR|52010044
Bhairabpur|875691|CITY_BHAIRABPUR|52001309
Kallikkad|909429|CITY_KALLIKKAD|52010018
Ballari|726227|CITY_BALLARI|52010011
Bhadia|1336582|CITY_BHADIA|52010002
Jhilmil|906428|CITY_JHILMIL|52009999
Atlia|867546|CITY_ATLIA|52001309
Kalimpong|591287|CITY_KALIMPONG|52001309
Gokarna|659933|CITY_GOKARNA|52001309
Shirur|1342339|CITY_SHIRUR|52001320
Pratappur|1340166|CITY_PRATAPPUR|52028057
Bhojpur|1350852|CITY_BHOJPUR|52010044
Ratipur|948809|CITY_RATIPUR|52010008
Kakrola|908728|CITY_KAKROLA|52009999
Amarpura|1347496|CITY_AMARPURA|52010035
Golagam|897608|CITY_GOLAGAM|52009994
Mohabatnagar|931815|CITY_MOHABATNAGAR|52033962
Ganga Nagar|894813|CITY_GANGA_NAGAR|52010036
Diwakari|891640|CITY_DIWAKARI|52010035
Gavarapalem|895885|CITY_GAVARAPALEM|52009994
Bhaluka|1355550|CITY_BHALUKA|52001309
Kottagudi|919882|CITY_KOTTAGUDI|52010036
Mavoor|930565|CITY_MAVOOR|52010018
Bhadua|1355545|CITY_BHADUA|52001309
Jandaha|905027|CITY_JANDAHA|52009998
Kandawa|910429|CITY_KANDAWA|52010044
Kattur|913513|CITY_KATTUR|52010036
Bakoli|869913|CITY_BAKOLI|52009999
Barso|873150|CITY_BARSO|52010035
Navagam|936853|CITY_NAVAGAM|52010002
Gobindpur|1334095|CITY_GOBINDPUR|52009998
Guntagarlapadu|899292|CITY_GUNTAGARLAPADU|52009994
Kotalpur|919596|CITY_KOTALPUR|52001309
Motera|932395|CITY_MOTERA|52010002
Bhanpur|876288|CITY_BHANPUR|52010044
Elamkulam|893363|CITY_ELAMKULAM|52010018
Mirjalguda|931492|CITY_MIRJALGUDA|52033962
Sarangabad|953194|CITY_SARANGABAD|52001309
Harian Chhapra|900695|CITY_HARIAN_CHHAPRA|52009998
Tirupattur|726570|CITY_TIRUPATTUR|52010036
Anandwadi|865749|CITY_ANANDWADI|52001320
Manikandam|928792|CITY_MANIKANDAM|52010036
Hiriyur|902069|CITY_HIRIYUR|52010011
Kottavilai|919941|CITY_KOTTAVILAI|52010036
Kamalnagar|909761|CITY_KAMALNAGAR|52010011
Annamalaipudur|866215|CITY_ANNAMALAIPUDUR|52010036
Irungattukottai|903243|CITY_IRUNGATTUKOTTAI|52010036
Pajiana|939538|CITY_PAJIANA|52024787
Jaisingpura|903992|CITY_JAISINGPURA|52010027
Ahiran|863796|CITY_AHIRAN|52001309
Dhamangaon|889504|CITY_DHAMANGAON|52001320
Morewadi|932268|CITY_MOREWADI|52001320
Jalikatte|904364|CITY_JALIKATTE|52010011
Nagapur|1342080|CITY_NAGAPUR|52001320
Chas|741540|CITY_CHAS|52028057
Kakkanad|726270|CITY_KAKKANAD|52010018
Rishikesh|659923|CITY_RISHIKESH|52028102
Garer|895361|CITY_GARER|52010044
Manwa Khera|929269|CITY_MANWA_KHERA|52010035
Kandli|910530|CITY_KANDLI|52001320
Virpur|1345988|CITY_VIRPUR|52010027
Srikrishnapur|958826|CITY_SRIKRISHNAPUR|52001309
Borlai|880483|CITY_BORLAI|52010002
Yarnal|967907|CITY_YARNAL|52010011
Chheoki|884426|CITY_CHHEOKI|52010044
Bhatuni|876961|CITY_BHATUNI|52010027
Tadigadapa|960347|CITY_TADIGADAPA|52009994
Amanambakkam|864963|CITY_AMANAMBAKKAM|52010036
Talpura|960846|CITY_TALPURA|52010044
Murugamangalam|933632|CITY_MURUGAMANGALAM|52010036
Madapur|1355761|CITY_MADAPUR|52001309
Pasarni|942038|CITY_PASARNI|52001320
Dapoli|726311|CITY_DAPOLI|52001320
Deokali|1351295|CITY_DEOKALI|52010044
Khilkapur|916545|CITY_KHILKAPUR|52001309
Shikarpur|738192|CITY_SHIKARPUR|52010044
Sathyamangalam|726565|CITY_SATHYAMANGALAM|52010036
Kottuli|919956|CITY_KOTTULI|52010018
Atmakur|726039|CITY_ATMAKUR|52009994
Kakkaveri|908636|CITY_KAKKAVERI|52010036
Chak Wazidpur|881928|CITY_CHAK_WAZIDPUR|52010044
Chunabhati|886197|CITY_CHUNABHATI|52001309
Kedarpur|1355024|CITY_KEDARPUR|52028102
Bhatlai|876873|CITY_BHATLAI|52010002
Kotha Armur|919677|CITY_KOTHA_ARMUR|52033962
Devdha|889068|CITY_DEVDHA|52010002
Pesalabanda|943430|CITY_PESALABANDA|52009994
Saidpur|726616|CITY_SAIDPUR|52010044
Naya Gurha|937035|CITY_NAYA_GURHA|52010035
Mangalapuram|1341150|CITY_MANGALAPURAM|52010018
Pathanpura|1342176|CITY_PATHANPURA|52001320
Kalyanpura|909699|CITY_KALYANPURA|52010035
Bazidpur|874145|CITY_BAZIDPUR|52009998
Khasarwara|915983|CITY_KHASARWARA|52010044
Thandalam|962507|CITY_THANDALAM|52010036
Vasna|966683|CITY_VASNA|52010002
Hanumanthai|900376|CITY_HANUMANTHAI|52010036
Kondur|919030|CITY_KONDUR|52010036
Padana|939026|CITY_PADANA|52010002
Dahivad|886807|CITY_DAHIVAD|52001320
Pullut|945529|CITY_PULLUT|52010018
Pimpri|744131|CITY_PIMPRI|52001320
Pondur|944995|CITY_PONDUR|52010036
Balipur|1355511|CITY_BALIPUR|52001309
Pimple Gurav|944028|CITY_PIMPLE_GURAV|52001320
Dubrajpur|1355611|CITY_DUBRAJPUR|52001309
Manpura|1348707|CITY_MANPURA|52010035
Bishunpura|1350959|CITY_BISHUNPURA|52010044
Barandur|872220|CITY_BARANDUR|52010011
Vellanad|966906|CITY_VELLANAD|52010018
Karmaini|1352267|CITY_KARMAINI|52010044
Mohiuddinpur|1334640|CITY_MOHIUDDINPUR|52009998
Halalpur|1351749|CITY_HALALPUR|52010044
Udaypur|1355927|CITY_UDAYPUR|52001309
Pallipalayam|726555|CITY_PALLIPALAYAM|52010036
Puthencruz|740604|CITY_PUTHENCRUZ|52010018
Vattamkulam|966707|CITY_VATTAMKULAM|52010018
Patole|942643|CITY_PATOLE|52001320
Ambalavayal|738945|CITY_AMBALAVAYAL|52010018
Yellapura|967985|CITY_YELLAPURA|52010011
Andralu|865942|CITY_ANDRALU|52010011
Narayannagar|936172|CITY_NARAYANNAGAR|52010002
Hatisala|901407|CITY_HATISALA|52001309
Mannegunta|929078|CITY_MANNEGUNTA|52009994
Gunturpalli|899311|CITY_GUNTURPALLI|52033962
Jhungian|906621|CITY_JHUNGIAN|52010031
Kodakara|917970|CITY_KODAKARA|52010018
Puzhathi|946221|CITY_PUZHATHI|52010018
Appannapeta|866415|CITY_APPANNAPETA|52033962
Khandale|915233|CITY_KHANDALE|52001320
Manjeri|659911|CITY_MANJERI|52010018
Bankner|1336500|CITY_BANKNER|52009999
Yarehalli|967899|CITY_YAREHALLI|52010011
Lauka|923873|CITY_LAUKA|52010044
Bharatgarh|1355552|CITY_BHARATGARH|52001309
Bagbari|868664|CITY_BAGBARI|52001309
Khadaki|914525|CITY_KHADAKI|52001320
Chandausi|659916|CITY_CHANDAUSI|52010044
Podalakur|944773|CITY_PODALAKUR|52009994
Sangola|726349|CITY_SANGOLA|52001320
Ismailpur|726599|CITY_ISMAILPUR|52010044
Nizampur|1339163|CITY_NIZAMPUR|52010008
Bagar|1337100|CITY_BAGAR|52024787
Savarkundla|726173|CITY_SAVARKUNDLA|52010002
Alapur Garhia|864562|CITY_ALAPUR_GARHIA|52010044
Varanavasi|966597|CITY_VARANAVASI|52010036
Anambattu|865721|CITY_ANAMBATTU|52009994
Nayabad|937041|CITY_NAYABAD|52001309
Cheruvalur|884008|CITY_CHERUVALUR|52010018
Jammikunta|904750|CITY_JAMMIKUNTA|52033962
Tanalur|961036|CITY_TANALUR|52010018
Mandra|1355779|CITY_MANDRA|52001309
Ravulapadu|949006|CITY_RAVULAPADU|52009994
Goabaria|897221|CITY_GOABARIA|52001309
Mulayam|932965|CITY_MULAYAM|52010018
Bernagodu|875021|CITY_BERNAGODU|52010011
Anchal|726261|CITY_ANCHAL|52010018
Deole|888699|CITY_DEOLE|52001320
Kattalampatti|913439|CITY_KATTALAMPATTI|52010036
Kantur|911187|CITY_KANTUR|52001309
Sompura|958342|CITY_SOMPURA|52010011
Khiria|916615|CITY_KHIRIA|52010044
Dabla|886469|CITY_DABLA|52010035
Nurpur|1355809|CITY_NURPUR|52001309
Manipuram|928847|CITY_MANIPURAM|52010018
Gauri|1355628|CITY_GAURI|52001309
Jhikra|906409|CITY_JHIKRA|52001309
Chennaram|883924|CITY_CHENNARAM|52033962
Ravikantipeta|948991|CITY_RAVIKANTIPETA|52009994
Lalbazar|1355756|CITY_LALBAZAR|52001309
Chuba|886094|CITY_CHUBA|52024804
Muliyar|932989|CITY_MULIYAR|52010018
Nandambakkam|726551|CITY_NANDAMBAKKAM|52010036
Baghpura|868879|CITY_BAGHPURA|52010035
Mettukudi|931205|CITY_METTUKUDI|52010036
Mauna|1334619|CITY_MAUNA|52009998
Sisamau|957698|CITY_SISAMAU|52010044
Kasimpur|1355718|CITY_KASIMPUR|52001309
Narasimhapuram|936093|CITY_NARASIMHAPURAM|52009994
Beonta|874940|CITY_BEONTA|52001309
Pachlai|938916|CITY_PACHLAI|52010008
Gopalpura|1348148|CITY_GOPALPURA|52010035
Parappukkara|744089|CITY_PARAPPUKKARA|52010018
Greater Kailash|898506|CITY_GREATER_KAILASH|52009999
Venkatapur|1349851|CITY_VENKATAPUR|52033962
Ramkrishnapur|947722|CITY_RAMKRISHNAPUR|52001309
Balawala|870140|CITY_BALAWALA|52028102
Hazipur|1351829|CITY_HAZIPUR|52010044
Manda|1336859|CITY_MANDA|52010002
Kizhuparamba|917881|CITY_KIZHUPARAMBA|52010018
Chak Raghunathpur|881853|CITY_CHAK_RAGHUNATHPUR|52001309
Jafarpur|1355674|CITY_JAFARPUR|52001309
Alangad|864538|CITY_ALANGAD|52010018
Nandpur|1355215|CITY_NANDPUR|52028102
Debipur|738201|CITY_DEBIPUR|52001309
Neelankarai|937170|CITY_NEELANKARAI|52010036
Sattenapalle|741518|CITY_SATTENAPALLE|52009994
Jaypur|905861|CITY_JAYPUR|52001309
Dhantoli|890015|CITY_DHANTOLI|52001320
Atarsua|867454|CITY_ATARSUA|52009998
Banni|1337168|CITY_BANNI|52024787
Kandavara|910427|CITY_KANDAVARA|52010011
Kotturu|743596|CITY_KOTTURU|52009994
Beharpur|874268|CITY_BEHARPUR|52001309
Daniyalpur|887524|CITY_DANIYALPUR|52010044
Ranpur|1349000|CITY_RANPUR|52010035
Duddeda|892391|CITY_DUDDEDA|52033962
Nagulapalem|934937|CITY_NAGULAPALEM|52009994
Baraudha|872310|CITY_BARAUDHA|52010044
Perumkulam|943388|CITY_PERUMKULAM|52010018
Vadakkevila|966047|CITY_VADAKKEVILA|52010018
Vinukonda|726085|CITY_VINUKONDA|52009994
Domalpalli|891966|CITY_DOMALPALLI|52033962
Patimatla|942560|CITY_PATIMATLA|52033962
Gundlasagaram|899157|CITY_GUNDLASAGARAM|52009994
Avhani|867784|CITY_AVHANI|52001320
Pattanur|1341160|CITY_PATTANUR|52010018
